experiment_name,experiment_date,cluster_name,gpu_type,gpu_memory,collective,operation,algorithm,num_nodes,num_gpus,num_channels,num_chunks,buffer_size,gpus_as_nodes,iteration,message_size,count,dtype,redop,root,oop_time,oop_alg_bw,oop_bus_bw,oop_num_wrong,ip_time,ip_alg_bw,ip_bus_bw,ip_num_wrong
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,8,32,4,256,2,false,0,268435456,67108864,float,sum,-1,150690.0,1.78,3.45,0,150657.0,1.78,3.45,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,4,16,2,256,4,false,1,65536,16384,float,sum,-1,16611.0,0.0,0.01,0,16624.0,0.0,0.01,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,4,16,2,256,4,false,1,131072,32768,float,sum,-1,16739.0,0.01,0.01,0,16606.0,0.01,0.01,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,4,16,2,256,4,false,1,262144,65536,float,sum,-1,16590.0,0.02,0.03,0,16577.0,0.02,0.03,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,4,16,2,256,4,false,1,524288,131072,float,sum,-1,16582.0,0.03,0.06,0,16601.0,0.03,0.06,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,4,16,2,256,4,false,1,1048576,262144,float,sum,-1,16626.0,0.06,0.12,0,16661.0,0.06,0.12,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,4,16,2,256,4,false,1,2097152,524288,float,sum,-1,16659.0,0.13,0.24,0,16655.0,0.13,0.24,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,4,16,2,256,4,false,1,4194304,1048576,float,sum,-1,16701.0,0.25,0.47,0,16706.0,0.25,0.47,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,4,16,2,256,4,false,1,8388608,2097152,float,sum,-1,16671.0,0.5,0.94,0,16688.0,0.5,0.94,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,4,16,2,256,4,false,1,16777216,4194304,float,sum,-1,16611.0,1.01,1.89,0,16670.0,1.01,1.89,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,4,16,2,256,4,false,1,33554432,8388608,float,sum,-1,18410.0,1.82,3.42,0,18406.0,1.82,3.42,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,4,16,2,256,4,false,1,67108864,16777216,float,sum,-1,37957.0,1.77,3.32,0,38012.0,1.77,3.31,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,4,16,2,256,4,false,1,134217728,33554432,float,sum,-1,64291.0,2.09,3.91,0,64258.0,2.09,3.92,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,4,16,2,256,4,false,1,268435456,67108864,float,sum,-1,129769.0,2.07,3.88,0,126763.0,2.12,3.97,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,16,64,2,256,1,false,1,65536,16384,float,sum,-1,7477.4,0.01,0.02,0,7472.5,0.01,0.02,0
